8.608841896057128906e+00,-3.617833328247070312e+01
1.592511940002441406e+01,-2.306370544433593750e+01
-4.558228302001953125e+01,-6.611029815673828125e+01
-3.069511413574218750e+01,-5.267375183105468750e+01
-5.660506820678710938e+01,-5.661606597900390625e+01
4.437610507011413574e-02,6.976836395263671875e+01
7.321053314208984375e+01,2.896915817260742188e+01
2.738258361816406250e+01,7.440061187744140625e+01
2.683757209777832031e+01,3.744746780395507812e+01
2.869362258911132812e+01,5.171940994262695312e+01
8.272865295410156250e+01,5.033135223388671875e+01
8.668447113037109375e+01,3.299946594238281250e+01
4.080232620239257812e+01,-3.866309356689453125e+01
-4.553098297119140625e+01,1.094434661865234375e+02
-3.379842758178710938e+01,1.040419921875000000e+02
2.452457046508789062e+01,-4.646269226074218750e+01
9.297793388366699219e+00,2.593889808654785156e+01
-1.078523254394531250e+01,-4.246435165405273438e+01
2.549247741699218750e+01,-6.441943049430847168e-01
-6.720408916473388672e+00,2.107785415649414062e+01
2.510434722900390625e+01,-6.491141510009765625e+01
-1.841103172302246094e+01,5.159945678710937500e+01
